date,favorite_count,favorited,id,language,retweet_count,text,user_created_at,user_description,user_followers,user_friends,user_location,user_screen_name
2021-07-24 17:03:32,0,False,1418980177338683407,en,0,#Deals #Olympics #Olympics2021 #FilterByJimin180M #TokyoOlympics Amazon India's - Today's Deals https://t.co/xH2F7coGd8 via @amazon,2018-10-08 05:20:56,"Buying the right product across various categories, has never been an easy task. While shopping online on twitter, products shown here will best to choose.",168.0,716,"Mundra, India",sellers_online
2021-07-24 17:03:31,0,False,1418980172980637696,en,0,"India's first medal 
At tokyo olympics..
Congrats.. https://t.co/LwRKAM0Q8d",2019-02-15 04:36:50,"simpicity lover..
singin.g music lover. little moody..
😎😎",11.0,42,"उत्तर प्रदेश, भारत",Shubham06565517
2021-07-24 17:03:24,5,False,1418980144212070406,en,0,"As India Celebrates its first medal in Tokyo Olympics, we join hands with the Nation and people of Manipur in Congr… https://t.co/xs8o9zniHW",2009-08-07 06:33:31,"The Official Twitter Account of Indian Institute of Management Shillong, https://t.co/qaqJR9BWM6,
Retweets (RTs) are not endorsements",58440.0,141,"Shillong, India",IIMShillong
2021-07-24 17:03:22,0,False,1418980135433383943,en,0,Congratulations 𝗠𝗜𝗥𝗔𝗕𝗔𝗜 𝗖𝗛𝗔𝗡𝗨 Madam for making India very Proud and to Never Give Up! #Tokyo2020 #Olympics… https://t.co/ee3x5dc69a,2019-02-27 06:32:14,"वो भी मीट जाएंगे जो देश को तोड़ा करते थे,
भगवा जैसे शब्द को भी आतंक से जोड़ा करते थे।🚩
*🚩जय श्री राम🚩* जय हिन्दूत्व🚩",193.0,502,"Palghar, India",vikasipn
2021-07-24 17:03:21,0,False,1418980132174262272,en,0,Olympics Hockey Matches Analysis With Former International Hockey Player and Coach Mukul Pandey… https://t.co/4RjlKeLxGq,2017-02-20 12:39:55,"Retired IRS Officer, Author of 18 books, Visiting Faculty to many Management Institutes, Management & Motivational Speaker, Columnist, Youtuber and More",46.0,116,,dineshkvohra1
2021-07-24 17:02:56,0,False,1418980027643965449,en,0,Heartiest congratulations to @mirabai_chanu on winning the Silver medal for India. We are proud of your achievement… https://t.co/ivxjMwBZ0a,2013-07-15 13:12:05,Founder & Chief Executive Officer YuppTV Inc.,1279.0,31,"Atlanta, GA",udaynandanreddy
2021-07-24 17:02:55,1,False,1418980023474737156,en,1,Great to see Mirabai Chanu creating  history by clinching India's first silver medal in weightlifting in Olympics 2… https://t.co/W1GlrQ9Bwh,2021-07-09 17:10:51,Usefull informations,17.0,40,,covaians
2021-07-24 17:02:52,0,False,1418980009432297472,en,0,"I’m cheering for Team India at #Tokyo2020 Olympics. Are you?

I nominate : @iamnobody_3 
@Kanchansinghch2… https://t.co/xHNlLyn6CT",2013-02-27 13:27:23,▶▶I Hate Love😡But Love Only #Priyyyy@,1917.0,1389,"Assam, India",pkbjain
2021-07-24 17:02:11,0,False,1418979838124335106,en,0,India's Sutirtha Mukherjee Stood Victorious Against Linda Bergstrom of Sweden by a Score of 4-3 in Table Tennis of… https://t.co/Fjn0TKuy0m,2021-06-24 06:38:26,"News | Updates | Information
Quality Content
Vital Info.
Chill Env.
We keep you updated because we know you don't want to miss out!",13.0,0,India,MediaAdamo
2021-07-24 17:02:08,1,False,1418979823737839617,en,0,"@mirabaichanu
#Cheer4India
#TokyoOlympics2020 
#IndiaAtOlympics 
Mirabai Chanu  won Silver medal at the 2020 Tokyo… https://t.co/Hem3WpzoOj",2021-07-23 08:55:03,,0.0,6,,karna_hemanta
2021-07-24 17:01:46,1,False,1418979731484020743,en,2,"Top 10 Fastest Olympic Men's 100m Times

New video:
https://t.co/ZqKS26xLZr

#OlympicGames #Olympics… https://t.co/Y9deytIfNv",2021-07-20 19:50:56,"Entertainment | Fact | Fun

Check out the youtube channel:",0.0,6,,InfoGeek14
2021-07-24 17:01:33,1,False,1418979680112218121,en,1,"Congratulations Mirabai Chanu on winning silver medal in 49 kg category in weightlifting.

This is India's first me… https://t.co/fF4RUXpReP",2015-05-18 17:30:31,"सनातनी राष्ट्रभक्त, दिल से मोदीबादी और आराध्य प्रभु श्रीराम🙏🙏",1038.0,1028,भारत ❤,ERuchirajput
2021-07-24 17:01:28,6,False,1418979657328771078,en,3,India's sole gymnast in Olympics Pranati Nayak will be Performing tomorrow in qualifications starts 6:30 am IST. Sh… https://t.co/7FQwuWRJ96,2009-07-27 12:18:22,"Film, Documentaries, News updates, Pictures and Event Information from Indian Gymnastics Community",1164.0,106,India,IndianGymnastic
2021-07-24 17:01:00,2,False,1418979540366467077,en,0,"Out of the 17 Individual medals India has won at the Olympics, 6 were won by Women. 5 of these came in the last 3 o… https://t.co/dugqyX8bpP",2013-07-08 16:40:37,Product @upstox,100.0,804,"Mumbai, India",saurabhgandhi93
2021-07-24 17:00:55,0,False,1418979518887473159,en,0,"PHASE III:  DAWN OF A NEW ERA FROM 1996 Olympics at Atlanta.
From 1996, India has never gone medalless at any Olymp… https://t.co/NtwlUlrrqD",2013-01-04 11:36:30,"Chartered Accountant,   Personal tweets RTs/Favs/Follows are not endorsements",128.0,130,"New Delhi, India",Srinew2013
2021-07-24 17:00:46,0,False,1418979481616744455,en,0,"Daily Olympic Tracker
https://t.co/7Hu6LYiWRg
Olympics with Satish K Singh, Sports Analyst: Highlights of 24th July… https://t.co/5ILRdVCU6h",2017-02-20 12:39:55,"Retired IRS Officer, Author of 18 books, Visiting Faculty to many Management Institutes, Management & Motivational Speaker, Columnist, Youtuber and More",46.0,116,,dineshkvohra1
2021-07-24 17:00:29,0,False,1418979410242412545,en,0,"#Cheer4India
The Indian tricolour is held aloft as the Indian contingent marches at the inaugural of Tokyo Olympics… https://t.co/PkXmqsgmWw",2016-05-30 18:07:38,"State Secretary BJYM, Delhi| Sportsman by heart| Film Maker by art| Nationalist by blood| Humanitarian by virtue| Nature lover by soul",3610.0,1012,Delhi,anuragschandel
2021-07-24 17:00:27,0,False,1418979400729628677,en,0,It is a proud moment for all Indians that a woman won a madel in Olympics for India; Finest example of woman empowe… https://t.co/b7VWGQxPsS,2017-05-14 14:12:12,"Indian, Univ. Student, Believe in Non-Violence, Cricket Lover",22.0,1008,India,hanu_deepanshu
2021-07-24 17:00:23,0,False,1418979386687205379,en,0,"I’m cheering for Team India at #Tokyo2020 Olympics. Are you?

I nominate : @iamnobody_3 
@Kanchansinghch2… https://t.co/ommJPEl3IN",2013-02-27 13:27:23,▶▶I Hate Love😡But Love Only #Priyyyy@,1917.0,1389,"Assam, India",pkbjain
2021-07-24 17:00:02,0,False,1418979296169938946,en,0,"India tomorrow at Olympics. Tune in, Support . https://t.co/X8BQrEvkX6",2021-03-06 09:32:04,Modiji Supporter| Hindu Nationalist|Right Wing|TG fan.,187.0,750,,Mrpavanazhi
2021-07-24 17:00:01,1,False,1418979293925978115,en,0,"India at Tokyo Olympics opening ceremony: All you need to know

https://t.co/67zo1Hz1bT",2021-06-22 19:01:18,Pitch story ideas or send press releases to editorial@IndianStar.News,21.0,0,Washington DC,IndianStarNews1
2021-07-24 16:59:50,0,False,1418979248124043268,en,0,"Women Hockey: 24th July
Pool A:
Netherlands 5-1 India
Ireland 2-0 South Africa
#TokyoOlympics #TokyoOlympics2021… https://t.co/V3Bav2CcOV",2009-10-16 06:57:04,"Amateur Photographer, Sports Enthusiast, Associated with EBRP & Sports Team of India",597.0,806,KOLKATA,babaighosh
2021-07-24 16:59:45,0,False,1418979226674515975,en,0,"Govt of India moyas team India go for win in Tokyo Olympics#nyks andrapradesh Guntur east MLA Mustafa sir, district… https://t.co/bdkP8OVXi7",2021-04-27 08:18:09,sp department,0.0,9,,DOMACHENNAREDD2
2021-07-24 16:59:43,0,False,1418979218281664515,en,0,"Congratulations Mirabai Chanu for winning India’s first medal of the Tokyo Olympics. 
A proud moment for every Indi… https://t.co/FfNUnNrxsv",2011-09-22 15:14:49,"Follow us for expert tips on Slimming, Beauty & Health! Book an appointment with us: https://t.co/ZbIkxwiroF",8670.0,444,India,VLCCindia
2021-07-24 16:59:41,25,False,1418979210530627585,en,4,Team India Schedule for Tokyo Olympics. 😍 #IndiaAtTokyo2020 https://t.co/0YSLlPAGMa,2015-02-02 06:26:23,"Nationalist
Unapologetic Hindu 🚩
Chai Jeevi 😌😍
Hanuman Bhakt 😇",13065.0,861,Uganda,biharigurl
2021-07-24 16:59:12,0,False,1418979088212054027,en,0,@sudarsansand @mirabai_chanu @Olympics Congratulations 👏🏽👏🏽 #India 💪🏽#Tokyo2020 great competition!,2010-08-29 00:41:25,Oh Lord help me not to despise or oppose what I do not understand ~ William Penn,864.0,758,Planet Earth,4ever58
2021-07-24 16:59:10,1,False,1418979078024175622,en,0,"The word MANIPUR means 'area of jewels' . Earlier manipur gave India a shining jewel like MARY KOM , now gives anot… https://t.co/3AwzJWeB17",2021-03-27 03:41:21,"A positive attitude helps you succeed, think well to live better",0.0,32,Ghaziabad,KritikaBharti14
2021-07-24 16:58:51,0,False,1418978997459955723,en,0,I wish and pray that #TeamIndia performs extremely well in the #OlympicGames. Good Luck to each and every participa… https://t.co/KvCWY2CQdc,2014-05-12 16:38:29,Real Name-Akbar Qadeer |Loves Technology📱| Optimist| Reach me at - silmi129.sq@gmail.com|,332.0,627,"Allahabad, India",sq_silmi
2021-07-24 16:58:43,0,False,1418978966522646529,en,0,"Congratulations
 to MIRABHAI for winning silver medal in weight lifting. This is first medal for our india in tokyo… https://t.co/yV0ci3ehbM",2021-05-03 14:57:17,Chairmen - REDCROSS NELLORE DIST,13.0,8,Nellore,PCSR8888
2021-07-24 16:58:36,0,False,1418978935711412229,en,0,And we wonder why India doesn’t do well in Olympics !!! 🤦‍♂️🤦‍♂️🤦‍♂️ https://t.co/Cqvi6OjuZ9,2009-09-20 14:38:31,"Views Personal, RTs don’t imply endorsement. when life throws a Rahul at you, make it a Tewatia",225.0,299,,pseudosocialist
2021-07-24 16:58:34,35,False,1418978927377326080,en,39,"Biggest Directors of the indian cinema appreciate @BeingSalmanKhan's acting talent.

Athletes who represents India… https://t.co/pKSdBLuGVv",2019-09-10 11:32:13,आजाद बाशिंदा हूँ,1422.0,461,Your Girlfriend's DM,being_battalion
2021-07-24 16:58:31,0,False,1418978916421840906,en,0,@ThumsUpOfficial I wish and pray that #TeamIndia performs extremely well in the #OlympicGames. Good Luck to each an… https://t.co/fRC5mPWQXx,2014-05-12 16:38:29,Real Name-Akbar Qadeer |Loves Technology📱| Optimist| Reach me at - silmi129.sq@gmail.com|,332.0,627,"Allahabad, India",sq_silmi
2021-07-24 16:57:55,0,False,1418978763094831114,en,0,Sakshi malik @Pvsindhu1 #MirabaiChanu .. the three women who have won the last three Olympic medals for India. Expe… https://t.co/QYSDEhsatn,2016-05-27 12:02:49,,118.0,316,"Ajnala, India",mohitmahajan821
2021-07-24 16:57:40,3,False,1418978701010690049,en,3,"NPCC, Minority Department rank and file Congratulate the pride of India and NorthEast @mirabai_chanu from Manipur o… https://t.co/mPl07BOfq4",2020-09-24 16:08:29,Official Twitter Account of Nagaland Pradesh Congress Committee Minority Department,128.0,92,"Kohima, India",NPCCMinority
2021-07-24 16:57:36,7,False,1418978684552237069,en,6,"Tokyo Olympics: How USA training stints help Mirabai Chanu saved her Olympic dreams.
""We are really thankful to the… https://t.co/CM207t2QkW",2012-11-20 19:28:32,"Honoured to be followed by PM @narendramodi , @PiyushGoyal  
I m Modi Bhakt and Dada Fan",23306.0,1543,,Manesha76
2021-07-24 16:57:19,3,False,1418978614046035969,en,0,"First medal to #India🇮🇳 first medal to #Israel🇮🇱, both won by young female athletes . Excellent first day of the #Olympics . #Tokyo2020",2018-01-15 04:19:15,"भारतीय जनता पार्टी भावी युवा भाजपा प्रत्याशी उ०प्र जिला जौनपुर,थाना रामपुर गांव खरगपुर चत्तुरपुर @bjp4up 222203 युवा भाजपा ग्रामीण प्रधान जय हिन्द 🇮🇳",3701.0,1877,"Uttar Pradesh, India",abhaykashyapbjp
2021-07-24 16:56:43,0,False,1418978461549535237,en,0,"Winning silver medal in Olympics is like winning cricketing world cup, u made us really proud today #MirabaiChanu 👏… https://t.co/fd1nPXiRUx",2020-08-24 06:41:17,The Earth Reality is an Ahmedabad-based real estate advisory and consulting company.,25.0,163,"Ahmadabad City, India",theearthrealty
2021-07-24 16:56:31,0,False,1418978411247194118,en,0,"#Proudmoment to every Indians. Mirabai Chanu, India's first medallist at Tokyo Olympics, has become only the fifth… https://t.co/DOl90fphDV",2020-12-28 06:52:32,International Media and Information Technological Park,5.0,23,Thrissur,imitpark
2021-07-24 16:56:14,0,False,1418978341172875264,en,0,"@ThumsUpOfficial Great wishes to  Team INDIA for  Olympics 2020.
We are proud of You
All the Best for the Olympic G… https://t.co/EJRldhEgyN",2014-05-26 14:30:32,,52.0,945,"Bengaluru, India",rajathraikar1
2021-07-24 16:55:41,0,False,1418978201712345099,en,0,"Meanwhile in India - 

Sketching cartoons for magazine covers since 1939..

This adorned Mohini Diwali Anka (magazi… https://t.co/VUIYxHwOuS",2021-06-23 04:41:46,"Apolitical but as they say, You may not be interested in politics, but politics is interested in you.....",276.0,381,,Kaku_42
2021-07-24 16:55:33,0,False,1418978169667870720,en,0,So proud to see India with a medal in Olympics already. Thank u Mirabai for giving us this joy. My salute to ur hard work..,2017-06-20 14:20:13,,14.0,53,"Bengaluru, India",Grakesh061
2021-07-24 16:55:33,0,False,1418978166991855617,en,0,"We are proud of you Saikhom Mirabai Chanu for winning silver medal in Tokyo Olympics in Women's 49 kg, thereby brin… https://t.co/k6GiGtxcGT",2013-07-28 12:45:50,"Proud Indian & Nationalist
Assured 💯% FB
Fight for #Justice4SSR
#StayAway #Nestaway #BoycottNestaway
RT are not endorsements; Tweets are personal opinions",988.0,1014,India,Indian__Proud
2021-07-24 16:55:20,0,False,1418978112608641027,en,0,Mirabai Chanu won India's first medal 🥇 at the Tokyo Olympics after she won silver in the women's weightlifting 49… https://t.co/UxXQ77hb4Z,2018-04-17 11:13:44,There is a you tube channel by the name Women Be Fearless.I am an Indian citizen and I m just making an effort to reach the positive message to the people.,6.0,12,India,BhaarateeyS
2021-07-24 16:55:14,1,False,1418978091041529866,en,1,"Great moment for India
@Tokyo2020hi
 @Olympics
@SheenaokaWoman https://t.co/o0Wzidb2jE",2021-04-29 04:44:10,Head Classifer & Joint Secretary in Paralympic sport @bocciaindia (ਆਮ ਆਦਮੀ ਪਾਰਟੀ) ਹਲਕਾ ਜੈਤੋ,17.0,30,"Jaitu, India",RamandeepJaito
2021-07-24 16:55:04,0,False,1418978048532156419,en,0,Congratulations to Mirabai Chanu for the medal tally for India in the Tokyo Olympics.,2020-03-23 22:42:02,Jai Hind#Jai Bahrat#,12.0,84,,NiteshK70712302
2021-07-24 16:55:04,1,False,1418978047894724610,en,1,"Another #AkshayKumar Sir Fans !

Thank You @mirabai_chanu mam &amp; Welcome to our #Akkians Family 🥰

PRIDE OF INDIA AK… https://t.co/u5yplNOLK6",2018-01-09 17:26:23,"I am very simple but Biggest Fan of @akshaykumar Sir @prosenjitbumba Da @SrBachchan Sir, Big liked @hegdepooja @kritisanon @srabantismile & @advani_kiara",855.0,1386,"Calcutta, West Bengal (হাওড়া) ",sp_khiladi
2021-07-24 16:55:02,0,False,1418978040898482176,en,0,"Great wishes to  Team INDIA for  Olympics 2020.
We are proud of You
All the Best for the Olympic Games.
""INDIA !!!!… https://t.co/JHlK66QiDQ",2014-05-26 14:30:32,,52.0,945,"Bengaluru, India",rajathraikar1
2021-07-24 16:54:54,0,False,1418978005746126856,en,0,C'mon India. Our first medal at Olympics 2020. Miracle chanu fantastic display girl 🏋️🏋️ @mirabai_chanu heartiest c… https://t.co/VXciq3Qxsj,2018-08-20 08:50:20,"B.lib📕b.ed📕📚 ਮੇਰਾ ਰੱਬ ਪਤਾ ਨਹੀਂ ਕਿਵੇਂ ਪਰਖਦਾ ਹੈ ਮੈਨੂੰ ਇਮਤਿਹਾਨ ਵੀ ਮੁਸ਼ਕਿਲ ਲੈਂਦਾ ਹੈ ਤੇ ਹਾਰਨ ਵੀ ਨਹੀਂ ਦਿੰਦਾ
 mbr of green💲welfare force wing
Fake people stay away",341.0,244,"Punjab, India",Msg94589965
2021-07-24 16:54:54,0,False,1418978005301579786,en,0,"Once again! cheer up for INDIA🇮🇳 

The moment when she gave #India a reason to cheer. A great start to the… https://t.co/v5j7JIDg7H",2016-12-29 17:47:45,"Growthpreneur | Expertises to achieve growth objectives of individuals & organisations | Business Consultant, Coach, Trainer & Author.",111.0,491,"Mumbai, India",jigarjas
2021-07-24 16:54:53,0,False,1418978002784821249,en,0,Congratulations Mirabai Chanu! It’s Day 1 at #Tokoyo2020 and India has bagged its first silver medal in Weightlifti… https://t.co/khoeQ46WWI,2017-08-03 07:38:18,Official account of Dabur Chyawanprash,744.0,0,,DB_Chyawanprash
2021-07-24 16:54:43,0,False,1418977958769922059,en,0,Olympics💫 Game First Silver Medal for India congratulation 🌟Mirabai https://t.co/xfiVwrV1hk,2021-06-01 12:20:42,LOVE ✨💥A deep tender strong 💞feeling of affection💢 toward a person ;💯,3.0,91,Madurai Tamilnadu,Naveen066753020
2021-07-24 16:54:27,0,False,1418977890599723010,en,0,It was India's just 2nd Olympic medal in the sport after #KarnamMalleswari  's bronze at Sydney Games. #tokyo2020… https://t.co/cNWtWjk7zW,2008-12-17 13:25:46,"The sports channel of @Oneindia. A one-stop platform for all sports updates and live scores. Also see @myKhelHindi, @MykhelTamil, @myKhelTelugu, @MykhelKannada",10883.0,932,Bengaluru,mykhelcom
2021-07-24 16:54:25,0,False,1418977882244845570,en,0,@imkeshu18 @anandmahindra yes if i was a sport Minister of india i will annouced 10 million ₹ for winning medalist… https://t.co/0mOwk3Ufg6,2016-02-19 14:12:53,I am a football fan from the heart and an expertise from the brain.😉,97.0,639,,OdedaraHiren
2021-07-24 16:54:11,1,False,1418977824791273478,en,0,"Tokyo Olympics: As Team India marches holding the Tricolour in their hands, PM Modi stands up to cheer for them… https://t.co/h3h3niyCaR",2016-12-05 17:09:49,"President of M.G.Y.M trust bhuj-Kutch,
| Secretary BJP Bhuj City, 
| Member of Railway Advisory Committee-Bhuj,",1075.0,571,"Gujarat, India",RameshDafdaBJYM
2021-07-24 16:53:59,0,False,1418977775294234624,en,0,@iAtulB India should not waste it resources on hosting Olympics,2010-01-02 19:11:22,Hi I am Instrumentation Engineer My Passion is Technology and Business Development & anylysing things is my soul n Politics is my intrest..,782.0,788,"Nashik, India",kapilsurve
2021-07-24 16:53:52,2,False,1418977743711227915,en,0,"Tomorrow's team india events at 
 Olympics.Champion shuttler PV sindhu, India's pride Mary Kom will start their cam… https://t.co/1WadfVUkBX",2014-05-20 16:02:08,"IT engineer, firm believer in making bharat vishwaGuru. works in rural education and passionate about volunteering.",207.0,374,"Bengaluru, India",BharathBhatta1
2021-07-24 16:53:46,0,False,1418977719577022464,en,0,"@ThumsUpOfficial Great wishes to  Team INDIA for  Olympics 2020.
We are proud of You
All the Best for the Olympic G… https://t.co/LwsrhrlNqp",2014-05-26 14:30:32,,52.0,945,"Bengaluru, India",rajathraikar1
2021-07-24 16:53:15,0,False,1418977591776718856,en,0,"""I would like to ask all the families, let the girls join sports, so that we can make #IND  proud together.”

Read… https://t.co/RkxQonyWeD",2010-04-25 18:48:46,"|| Social Worker 🤝 || Social Reformist✌️|| National Youth Icon 2020 🇮🇳 🚩 || Member - Ministry of Railways (DRUCC),Government of India 🙏🏻 ||",494.0,208,"New Delhi, India",VB_Speaks
2021-07-24 16:53:13,4,False,1418977580850597895,en,0,"What a win!

Congratulations #MirabaiChanu for winning the silver medal for India. 

Proud moment for every Indians… https://t.co/k7S5A4Ie5M",2019-04-03 05:58:21,NATION FIRST 🇮🇳 | MODI 🚩| CA STUDENT✍️| भारतीय जनता पार्टी | राष्ट्रीय स्वयंसेवक संघ | સુરત 🧡 | RTs ❌ ENDORSEMENT | _ I GIVE AS I GET_ |,376.0,400,"Surat, India",DilipChanodiya
2021-07-24 16:53:11,1,False,1418977573095329793,en,0,#ACE shuttler and Rio Olympics silver medallist PV Sindhu will open her campaign in the Tokyo Games against Ksenia… https://t.co/8AfW92qkns,2017-10-15 07:44:32,"FilmiFever is India's most Honest plateform for all the Filmi freaks who love, Adore, Cherish and celebrate Indian Cinema.
https://t.co/gcRpTyItJM",1523.0,231,,FilmiFever
2021-07-24 16:53:11,0,False,1418977572193542147,en,0,"1300000000+ peoples in India but still no guarantee in Gold in olympics .
Our youth busy in TikTok &amp; reels , rest of busy in govt job.",2014-07-26 07:03:44,Founder and CEO of ReTechie. Entrepreneur by (Soul),43.0,143,new delhi,shivam10783
2021-07-24 16:53:02,0,False,1418977536965554181,en,0,Oceania lobbied to get Rugby sevens included as an Olympic sport. BMX racing and sport climbing are the result of l… https://t.co/lkXzj9e3ET,2014-05-18 09:23:54,,294.0,148,"Zurich, Switzerland",calm_sutra
2021-07-24 16:53:02,0,False,1418977534977495040,en,0,Itlay got gold medal in taekwando 😭😭😭😭 i want India should win medal in taekwando .....This my game which is my lov… https://t.co/CoiiGzvQCK,2020-06-10 11:18:45,"prabhas cult fan 😎
Music lover🎼🎵🎶
explorer in new things ...",634.0,417,"Lucknow, India",Priyanka_425
2021-07-24 16:52:52,0,False,1418977492979834894,en,0,"What a wonderful start for India at the #Tokyo2020  Olympics!
Mirabai Chanu wins 1st medal in 49kg weight lifting.… https://t.co/9c0KPrVH6Z",2020-08-01 18:22:13,"up-pradhan (Sripur Gram Panchayat)
Jubarajnagar RD Block",303.0,580,,RamanujBhattac4
2021-07-24 16:52:46,0,False,1418977467482640384,en,0,India's first medal at the @Olympics 🇮🇳. Congratulations @mirabai_chanu for winning the Silver medal. 🇮🇳🇮🇳🇮🇳🇮🇳 https://t.co/UjPNoB6sGt,2014-03-06 17:35:20,,4.0,147,"Gudivada, India",VombarilliNares
2021-07-24 16:52:44,0,False,1418977459610038280,en,0,"Mirabai Chanu wins a historic silver for India in the women's 49kg weightlifting event in #tokyo2020  #Olympics .
K… https://t.co/Z7GwhILGTv",2012-08-10 12:55:47,"Researcher , Teacher @ Patna University",85.0,189,India,dharm_9
2021-07-24 16:52:42,0,False,1418977453276499968,en,0,"Proud moment for India ! 
Congratulations @mirabai_chanu ! 
#TokyoOlympics2021 #Olympics #IndiaAtTokyo2020 #Silver https://t.co/vmZNjT5cNx",2010-06-21 03:02:51,".NET Developer | Awards - Microsoft TechNet Guru, C# Corner MVP and Code Project MVP",1349.0,667,"Gurgaon / Jhunjhunu, India",ss_shekhawat
2021-07-24 16:52:35,1,False,1418977423291465730,en,0,@India_AllSports Have we ever had 2 swimmers and more than 2 sailors qualify for olympics ??,2009-12-15 18:28:44,"Proud Indian, A happy husband & Dad, A concerned earthling!",154.0,403,"Hyderabad, India",srikantdv
2021-07-24 16:52:26,0,False,1418977383965728776,en,0,"Congratulations #MirabaiChanu for achieving the first medal for India at Tokyo Olympics, we are proud of you!… https://t.co/0wrt3lThjm",2019-05-03 12:36:57,"अमित एच. मेश्राम, शिवसेना विभाग प्रमुख तथा अध्यक्ष- वंदनीय बाळासाहेब ठाकरे सुशिक्षित बेरोजगार सेवा सहकारी संस्था, भंडारा जिल्हा.",209.0,1554,"Tumsar, India",AmitHMeshram4
2021-07-24 16:52:14,1,False,1418977333709615109,en,0,India's Mirabai Chanu on the podium after receiving the silver medal in women's 49 kg category weightlifting event… https://t.co/CGZa1UbLJl,2021-05-11 09:31:12,"MY BIO IS XnnXX
and YOUR ..........",52.0,235,wahi purani HAVELI Gali no 420,iqbal_sharim
2021-07-24 16:51:54,0,False,1418977252474298371,en,0,"Could not be a better start for Olympics 🎉
Congratulations!❤️ Redefining women's weightlifting in India!… https://t.co/JSm1Njkv8x",2021-07-06 17:56:04,IIT Bombay 23' | Chemical engineering,3.0,35,,aniket_ambatkar
2021-07-24 16:51:48,2,False,1418977224259080197,en,0,"Realife Weightlifting Fairy 🏋️‍♀️ #MirabaiChanu
That ‘Powerful Lift’ 🏋️‍♀️ &amp; India got Silver Medal in #Olympics
Ja… https://t.co/z6z8uHrGkI",2014-01-01 10:34:06,Proud Hindu ࿗,361.0,174,,_Born2Kill_
2021-07-24 16:51:17,0,False,1418977093975687173,en,0,"After an exciting first day at Tokyo Olympics where #MirabaiChanu won silver medal for India, here is the match sch… https://t.co/RIfFnnKokk",2019-09-22 11:35:38,"The Best Digital Unit in Chhattisgarh honoured with National as well as State level Awards.We work passionately, following the motto #स्वयं_से_पहले_आप.",102.0,55,"Bhilai, India",SchemeSsgi
2021-07-24 16:51:09,0,False,1418977062669324289,en,0,Olympics hockey: Indian women lose track after bright start in opener  https://t.co/0SjQgNMDrD #Olympics… https://t.co/71sMqECusv,2010-01-31 07:36:24,,51.0,284,,SonnyAbraham
2021-07-24 16:51:04,0,False,1418977040687054848,en,0,"Our #athletes have put in a lot of effort to get to this point. To get here, it takes years of devotion, effort, an… https://t.co/lVkaVBGTCv",2020-04-19 21:09:55,"Evovion is an IT company in healthcare industry offering Hospital Information Management Software with IP, OP, Ortho, Dental, PACS, Lab and Pharmacy Management.",8.0,14,India,ezovion
2021-07-24 16:51:02,1,False,1418977032483086346,en,0,Many many  congratulations to #MirabaiChanu for winning India’s first medal in the ongoing #Tokyo2020 #Olympics. https://t.co/HE2oM1jhhe,2020-07-11 04:44:58,"Social  workers at SANATAN FOUNDATION 














सेवा पर्मो धर्म:
100% follow back",295.0,223,"देवघर,झारखंड,भारत",YugalRaj14
2021-07-24 16:50:41,1,False,1418976944197152776,en,0,"@ChloeAmandaB 

Hiiii Chloe

You know tomorrow is our match...

Our means Australia vs India hockey match in Tokyo… https://t.co/00o7oZcUjS",2019-02-09 05:06:20,"जरूरी नहीं कि रोशनी चिरागों से ही हों, शिक्षा से भी घर रोशन होते है…",12.0,68,"Ludhiana, India",soodrahul_06
2021-07-24 16:50:29,0,False,1418976894129692676,en,0,"India's not doing well at all in the other kind of ""olympics"" https://t.co/tMo9lBuXyy",2008-05-01 12:01:08,"I make good, honest technology. Interested in lifelong learning, music and mathematics. Hacking on @learn_awesome.",4021.0,4462,London,nileshtrivedi
2021-07-24 16:50:00,31,False,1418976771458830337,en,2,"Here are the top 10 stories from across the world

https://t.co/HlMaAUq0aA",2016-03-21 03:44:54,#WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. | https://t.co/V3tpBavoXE,353247.0,94,India,WIONews
2021-07-24 16:49:40,2,False,1418976689300852737,en,0,Go INDIA🇮🇳 | @mirabai_chanu won Silver🥈  in Women's Weightlifting 49 Kg category - Its just a beginning in… https://t.co/i9vwjetQb5,2017-04-03 09:09:25,Proud To Be A Son Of 👳🏻‍♂️(F A R M E R)🌾...                                                             ♟& 🏏🇮🇳,23.0,132,"Hyderabad, India",Abhi_9493_
2021-07-24 16:49:39,0,False,1418976685819633670,en,0,@Olympics @HardeepSPuri @Pvsindhu1 #Cheer4India congratulations super 👏💙❤India 🇮🇳👏,2019-07-11 04:30:09,,0.0,7,"गुड़गांव, भारत",SanjayK86961630
2021-07-24 16:49:18,0,False,1418976596354953216,en,0,"🇮🇳 The Real Pride of India 🇮🇳 
#Olympics #TokyoOlympics #TokyoOlympics2021 #OlympicGames #Olympics2021 #womenpower… https://t.co/TJ9nNpmWLn",2020-04-06 08:47:33,"- 𝐀𝐭𝐡𝐞𝐢𝐬𝐭 | 𝐍𝐚𝐭𝐢𝐨𝐧𝐚𝐥𝐢𝐬𝐭 | 𝐂𝐚𝐩𝐢𝐭𝐚𝐥𝐢𝐬𝐭 
।। मनस्वी म्रियते कामं कार्पण्यं न तु गच्छति ।।
❤️ Dehradun ❤️",6.0,149,India,ammudhasmana100
